"","date","hours","weekday","attendance"
"14759",2020-09-07,"22:00-22:59","Monday",30
"14760",2020-09-07,"23:00-23:59","Monday",21
"14761",2020-09-08,"00:00-00:59","Tuesday",12
"14762",2020-09-08,"01:00-01:59","Tuesday",9
"14763",2020-09-08,"02:00-02:59","Tuesday",8
"14764",2020-09-08,"03:00-03:59","Tuesday",7
"14765",2020-09-08,"04:00-04:59","Tuesday",NA
"14766",2020-09-08,"05:00-05:59","Tuesday",4
"14767",2020-09-08,"06:00-06:59","Tuesday",5
"14768",2020-09-08,"07:00-07:59","Tuesday",4
"14769",2020-09-08,"08:00-08:59","Tuesday",7
"14770",2020-09-08,"09:00-09:59","Tuesday",29
"14771",2020-09-08,"10:00-10:59","Tuesday",41
"14772",2020-09-08,"11:00-11:59","Tuesday",48
"14773",2020-09-08,"12:00-12:59","Tuesday",52
"14774",2020-09-08,"13:00-13:59","Tuesday",45
"14775",2020-09-08,"14:00-14:59","Tuesday",50
"14776",2020-09-08,"15:00-15:59","Tuesday",54
"14777",2020-09-08,"16:00-16:59","Tuesday",58
"14778",2020-09-08,"17:00-17:59","Tuesday",49
"14779",2020-09-08,"18:00-18:59","Tuesday",40
"14780",2020-09-08,"19:00-19:59","Tuesday",48
"14781",2020-09-08,"20:00-20:59","Tuesday",39
"14782",2020-09-08,"21:00-21:59","Tuesday",16
"14783",2020-09-08,"22:00-22:59","Tuesday",25
"14784",2020-09-08,"23:00-23:59","Tuesday",10
"14785",2020-09-09,"00:00-00:59","Wednesday",10
"14786",2020-09-09,"01:00-01:59","Wednesday",6
"14787",2020-09-09,"02:00-02:59","Wednesday",6
"14788",2020-09-09,"03:00-03:59","Wednesday",5
"14789",2020-09-09,"04:00-04:59","Wednesday",NA
"14790",2020-09-09,"05:00-05:59","Wednesday",2
"14791",2020-09-09,"06:00-06:59","Wednesday",6
"14792",2020-09-09,"07:00-07:59","Wednesday",12
"14793",2020-09-09,"08:00-08:59","Wednesday",17
"14794",2020-09-09,"09:00-09:59","Wednesday",16
"14795",2020-09-09,"10:00-10:59","Wednesday",19
"14796",2020-09-09,"11:00-11:59","Wednesday",23
"14797",2020-09-09,"12:00-12:59","Wednesday",29
"14798",2020-09-09,"13:00-13:59","Wednesday",24
"14799",2020-09-09,"14:00-14:59","Wednesday",19
"14800",2020-09-09,"15:00-15:59","Wednesday",31
"14801",2020-09-09,"16:00-16:59","Wednesday",31
"14802",2020-09-09,"17:00-17:59","Wednesday",42
"14803",2020-09-09,"18:00-18:59","Wednesday",34
"14804",2020-09-09,"19:00-19:59","Wednesday",38
"14805",2020-09-09,"20:00-20:59","Wednesday",40
"14806",2020-09-09,"21:00-21:59","Wednesday",21
"14807",2020-09-09,"22:00-22:59","Wednesday",27
"14808",2020-09-09,"23:00-23:59","Wednesday",12
"14809",2020-09-10,"00:00-00:59","Thursday",7
"14810",2020-09-10,"01:00-01:59","Thursday",3
"14811",2020-09-10,"02:00-02:59","Thursday",6
"14812",2020-09-10,"03:00-03:59","Thursday",7
"14813",2020-09-10,"04:00-04:59","Thursday",NA
"14814",2020-09-10,"05:00-05:59","Thursday",7
"14815",2020-09-10,"06:00-06:59","Thursday",6
"14816",2020-09-10,"07:00-07:59","Thursday",10
"14817",2020-09-10,"08:00-08:59","Thursday",17
"14818",2020-09-10,"09:00-09:59","Thursday",21
"14819",2020-09-10,"10:00-10:59","Thursday",22
"14820",2020-09-10,"11:00-11:59","Thursday",20
"14821",2020-09-10,"12:00-12:59","Thursday",26
"14822",2020-09-10,"13:00-13:59","Thursday",21
"14823",2020-09-10,"14:00-14:59","Thursday",21
"14824",2020-09-10,"15:00-15:59","Thursday",31
"14825",2020-09-10,"16:00-16:59","Thursday",28
"14826",2020-09-10,"17:00-17:59","Thursday",35
"14827",2020-09-10,"18:00-18:59","Thursday",23
"14828",2020-09-10,"19:00-19:59","Thursday",37
"14829",2020-09-10,"20:00-20:59","Thursday",37
"14830",2020-09-10,"21:00-21:59","Thursday",30
"14831",2020-09-10,"22:00-22:59","Thursday",28
"14832",2020-09-10,"23:00-23:59","Thursday",11
"14833",2020-09-11,"00:00-00:59","Friday",9
"14834",2020-09-11,"01:00-01:59","Friday",6
"14835",2020-09-11,"02:00-02:59","Friday",7
"14836",2020-09-11,"03:00-03:59","Friday",7
"14837",2020-09-11,"04:00-04:59","Friday",3
"14838",2020-09-11,"05:00-05:59","Friday",NA
"14839",2020-09-11,"06:00-06:59","Friday",5
"14840",2020-09-11,"07:00-07:59","Friday",7
"14841",2020-09-11,"08:00-08:59","Friday",18
"14842",2020-09-11,"09:00-09:59","Friday",14
"14843",2020-09-11,"10:00-10:59","Friday",11
"14844",2020-09-11,"11:00-11:59","Friday",20
"14845",2020-09-11,"12:00-12:59","Friday",24
"14846",2020-09-11,"13:00-13:59","Friday",27
"14847",2020-09-11,"14:00-14:59","Friday",21
"14848",2020-09-11,"15:00-15:59","Friday",25
"14849",2020-09-11,"16:00-16:59","Friday",33
"14850",2020-09-11,"17:00-17:59","Friday",30
"14851",2020-09-11,"18:00-18:59","Friday",21
"14852",2020-09-11,"19:00-19:59","Friday",33
"14853",2020-09-11,"20:00-20:59","Friday",30
"14854",2020-09-11,"21:00-21:59","Friday",33
"14855",2020-09-11,"22:00-22:59","Friday",20
"14856",2020-09-11,"23:00-23:59","Friday",17
"14857",2020-09-12,"00:00-00:59","Saturday",12
"14858",2020-09-12,"01:00-01:59","Saturday",8
"14859",2020-09-12,"02:00-02:59","Saturday",4
"14860",2020-09-12,"03:00-03:59","Saturday",5
"14861",2020-09-12,"04:00-04:59","Saturday",NA
"14862",2020-09-12,"05:00-05:59","Saturday",NA
"14863",2020-09-12,"06:00-06:59","Saturday",2
"14864",2020-09-12,"07:00-07:59","Saturday",4
"14865",2020-09-12,"08:00-08:59","Saturday",10
"14866",2020-09-12,"09:00-09:59","Saturday",13
"14867",2020-09-12,"10:00-10:59","Saturday",14
"14868",2020-09-12,"11:00-11:59","Saturday",24
"14869",2020-09-12,"12:00-12:59","Saturday",28
"14870",2020-09-12,"13:00-13:59","Saturday",15
"14871",2020-09-12,"14:00-14:59","Saturday",19
"14872",2020-09-12,"15:00-15:59","Saturday",14
"14873",2020-09-12,"16:00-16:59","Saturday",20
"14874",2020-09-12,"17:00-17:59","Saturday",26
"14875",2020-09-12,"18:00-18:59","Saturday",32
"14876",2020-09-12,"19:00-19:59","Saturday",32
"14877",2020-09-12,"20:00-20:59","Saturday",37
"14878",2020-09-12,"21:00-21:59","Saturday",28
"14879",2020-09-12,"22:00-22:59","Saturday",26
"14880",2020-09-12,"23:00-23:59","Saturday",14
"14881",2020-09-13,"00:00-00:59","Sunday",13
"14882",2020-09-13,"01:00-01:59","Sunday",7
"14883",2020-09-13,"02:00-02:59","Sunday",5
"14884",2020-09-13,"03:00-03:59","Sunday",NA
"14885",2020-09-13,"04:00-04:59","Sunday",6
"14886",2020-09-13,"05:00-05:59","Sunday",5
"14887",2020-09-13,"06:00-06:59","Sunday",6
"14888",2020-09-13,"07:00-07:59","Sunday",4
"14889",2020-09-13,"08:00-08:59","Sunday",12
"14890",2020-09-13,"09:00-09:59","Sunday",20
"14891",2020-09-13,"10:00-10:59","Sunday",23
"14892",2020-09-13,"11:00-11:59","Sunday",30
"14893",2020-09-13,"12:00-12:59","Sunday",16
"14894",2020-09-13,"13:00-13:59","Sunday",21
"14895",2020-09-13,"14:00-14:59","Sunday",27
"14896",2020-09-13,"15:00-15:59","Sunday",24
"14897",2020-09-13,"16:00-16:59","Sunday",34
"14898",2020-09-13,"17:00-17:59","Sunday",37
"14899",2020-09-13,"18:00-18:59","Sunday",21
"14900",2020-09-13,"19:00-19:59","Sunday",35
"14901",2020-09-13,"20:00-20:59","Sunday",39
"14902",2020-09-13,"21:00-21:59","Sunday",31
"14903",2020-09-13,"22:00-22:59","Sunday",19
"14904",2020-09-13,"23:00-23:59","Sunday",12
"14905",2020-09-14,"00:00-00:59","Monday",16
"14906",2020-09-14,"01:00-01:59","Monday",14
"14907",2020-09-14,"02:00-02:59","Monday",8
"14908",2020-09-14,"03:00-03:59","Monday",7
"14909",2020-09-14,"04:00-04:59","Monday",1
"14910",2020-09-14,"05:00-05:59","Monday",6
"14911",2020-09-14,"06:00-06:59","Monday",3
"14912",2020-09-14,"07:00-07:59","Monday",2
"14913",2020-09-14,"08:00-08:59","Monday",3
"14914",2020-09-14,"09:00-09:59","Monday",8
"14915",2020-09-14,"10:00-10:59","Monday",14
"14916",2020-09-14,"11:00-11:59","Monday",15
"14917",2020-09-14,"12:00-12:59","Monday",18
"14918",2020-09-14,"13:00-13:59","Monday",16
"14919",2020-09-14,"14:00-14:59","Monday",20
"14920",2020-09-14,"15:00-15:59","Monday",21
"14921",2020-09-14,"16:00-16:59","Monday",24
"14922",2020-09-14,"17:00-17:59","Monday",30
"14923",2020-09-14,"18:00-18:59","Monday",40
"14924",2020-09-14,"19:00-19:59","Monday",30
"14925",2020-09-14,"20:00-20:59","Monday",40
"14926",2020-09-14,"21:00-21:59","Monday",29
"14927",2020-09-14,"22:00-22:59","Monday",35
"14928",2020-09-14,"23:00-23:59","Monday",20
"14929",2020-09-15,"00:00-00:59","Tuesday",23
"14930",2020-09-15,"01:00-01:59","Tuesday",6
"14931",2020-09-15,"02:00-02:59","Tuesday",6
"14932",2020-09-15,"03:00-03:59","Tuesday",6
"14933",2020-09-15,"04:00-04:59","Tuesday",7
"14934",2020-09-15,"05:00-05:59","Tuesday",11
"14935",2020-09-15,"06:00-06:59","Tuesday",4
"14936",2020-09-15,"07:00-07:59","Tuesday",6
"14937",2020-09-15,"08:00-08:59","Tuesday",19
"14938",2020-09-15,"09:00-09:59","Tuesday",28
"14939",2020-09-15,"10:00-10:59","Tuesday",50
"14940",2020-09-15,"11:00-11:59","Tuesday",46
"14941",2020-09-15,"12:00-12:59","Tuesday",33
"14942",2020-09-15,"13:00-13:59","Tuesday",53
"14943",2020-09-15,"14:00-14:59","Tuesday",58
"14944",2020-09-15,"15:00-15:59","Tuesday",50
"14945",2020-09-15,"16:00-16:59","Tuesday",58
"14946",2020-09-15,"17:00-17:59","Tuesday",57
"14947",2020-09-15,"18:00-18:59","Tuesday",51
"14948",2020-09-15,"19:00-19:59","Tuesday",53
"14949",2020-09-15,"20:00-20:59","Tuesday",46
"14950",2020-09-15,"21:00-21:59","Tuesday",36
"14951",2020-09-15,"22:00-22:59","Tuesday",20
"14952",2020-09-15,"23:00-23:59","Tuesday",16
"14953",2020-09-16,"00:00-00:59","Wednesday",8
"14954",2020-09-16,"01:00-01:59","Wednesday",12
"14955",2020-09-16,"02:00-02:59","Wednesday",4
"14956",2020-09-16,"03:00-03:59","Wednesday",4
"14957",2020-09-16,"04:00-04:59","Wednesday",4
"14958",2020-09-16,"05:00-05:59","Wednesday",1
"14959",2020-09-16,"06:00-06:59","Wednesday",2
"14960",2020-09-16,"07:00-07:59","Wednesday",9
"14961",2020-09-16,"08:00-08:59","Wednesday",9
"14962",2020-09-16,"09:00-09:59","Wednesday",27
"14963",2020-09-16,"10:00-10:59","Wednesday",36
"14964",2020-09-16,"11:00-11:59","Wednesday",28
"14965",2020-09-16,"12:00-12:59","Wednesday",25
"14966",2020-09-16,"13:00-13:59","Wednesday",26
"14967",2020-09-16,"14:00-14:59","Wednesday",22
"14968",2020-09-16,"15:00-15:59","Wednesday",32
"14969",2020-09-16,"16:00-16:59","Wednesday",27
"14970",2020-09-16,"17:00-17:59","Wednesday",40
"14971",2020-09-16,"18:00-18:59","Wednesday",26
"14972",2020-09-16,"19:00-19:59","Wednesday",43
"14973",2020-09-16,"20:00-20:59","Wednesday",44
"14974",2020-09-16,"21:00-21:59","Wednesday",31
"14975",2020-09-16,"22:00-22:59","Wednesday",17
"14976",2020-09-16,"23:00-23:59","Wednesday",13
"14977",2020-09-17,"00:00-00:59","Thursday",4
"14978",2020-09-17,"01:00-01:59","Thursday",5
"14979",2020-09-17,"02:00-02:59","Thursday",6
"14980",2020-09-17,"03:00-03:59","Thursday",8
"14981",2020-09-17,"04:00-04:59","Thursday",4
"14982",2020-09-17,"05:00-05:59","Thursday",NA
"14983",2020-09-17,"06:00-06:59","Thursday",10
"14984",2020-09-17,"07:00-07:59","Thursday",9
"14985",2020-09-17,"08:00-08:59","Thursday",14
"14986",2020-09-17,"09:00-09:59","Thursday",19
"14987",2020-09-17,"10:00-10:59","Thursday",21
"14988",2020-09-17,"11:00-11:59","Thursday",18
"14989",2020-09-17,"12:00-12:59","Thursday",27
"14990",2020-09-17,"13:00-13:59","Thursday",21
"14991",2020-09-17,"14:00-14:59","Thursday",23
"14992",2020-09-17,"15:00-15:59","Thursday",30
"14993",2020-09-17,"16:00-16:59","Thursday",23
"14994",2020-09-17,"17:00-17:59","Thursday",23
"14995",2020-09-17,"18:00-18:59","Thursday",24
"14996",2020-09-17,"19:00-19:59","Thursday",33
"14997",2020-09-17,"20:00-20:59","Thursday",31
"14998",2020-09-17,"21:00-21:59","Thursday",35
"14999",2020-09-17,"22:00-22:59","Thursday",18
"15000",2020-09-17,"23:00-23:59","Thursday",11
"15001",2020-09-18,"00:00-00:59","Friday",15
"15002",2020-09-18,"01:00-01:59","Friday",8
"15003",2020-09-18,"02:00-02:59","Friday",9
"15004",2020-09-18,"03:00-03:59","Friday",5
"15005",2020-09-18,"04:00-04:59","Friday",2
"15006",2020-09-18,"05:00-05:59","Friday",3
"15007",2020-09-18,"06:00-06:59","Friday",2
"15008",2020-09-18,"07:00-07:59","Friday",7
"15009",2020-09-18,"08:00-08:59","Friday",3
"15010",2020-09-18,"09:00-09:59","Friday",27
"15011",2020-09-18,"10:00-10:59","Friday",17
"15012",2020-09-18,"11:00-11:59","Friday",18
"15013",2020-09-18,"12:00-12:59","Friday",32
"15014",2020-09-18,"13:00-13:59","Friday",20
"15015",2020-09-18,"14:00-14:59","Friday",23
"15016",2020-09-18,"15:00-15:59","Friday",25
"15017",2020-09-18,"16:00-16:59","Friday",32
"15018",2020-09-18,"17:00-17:59","Friday",33
"15019",2020-09-18,"18:00-18:59","Friday",25
"15020",2020-09-18,"19:00-19:59","Friday",27
"15021",2020-09-18,"20:00-20:59","Friday",36
"15022",2020-09-18,"21:00-21:59","Friday",24
"15023",2020-09-18,"22:00-22:59","Friday",18
"15024",2020-09-18,"23:00-23:59","Friday",15
"15025",2020-09-19,"00:00-00:59","Saturday",7
"15026",2020-09-19,"01:00-01:59","Saturday",10
"15027",2020-09-19,"02:00-02:59","Saturday",5
"15028",2020-09-19,"03:00-03:59","Saturday",3
"15029",2020-09-19,"04:00-04:59","Saturday",NA
"15030",2020-09-19,"05:00-05:59","Saturday",5
"15031",2020-09-19,"06:00-06:59","Saturday",7
"15032",2020-09-19,"07:00-07:59","Saturday",5
"15033",2020-09-19,"08:00-08:59","Saturday",10
"15034",2020-09-19,"09:00-09:59","Saturday",19
"15035",2020-09-19,"10:00-10:59","Saturday",18
"15036",2020-09-19,"11:00-11:59","Saturday",20
"15037",2020-09-19,"12:00-12:59","Saturday",26
"15038",2020-09-19,"13:00-13:59","Saturday",21
"15039",2020-09-19,"14:00-14:59","Saturday",22
"15040",2020-09-19,"15:00-15:59","Saturday",25
"15041",2020-09-19,"16:00-16:59","Saturday",24
"15042",2020-09-19,"17:00-17:59","Saturday",30
"15043",2020-09-19,"18:00-18:59","Saturday",29
"15044",2020-09-19,"19:00-19:59","Saturday",28
"15045",2020-09-19,"20:00-20:59","Saturday",39
"15046",2020-09-19,"21:00-21:59","Saturday",37
"15047",2020-09-19,"22:00-22:59","Saturday",22
"15048",2020-09-19,"23:00-23:59","Saturday",16
"15049",2020-09-20,"00:00-00:59","Sunday",12
"15050",2020-09-20,"01:00-01:59","Sunday",4
"15051",2020-09-20,"02:00-02:59","Sunday",4
"15052",2020-09-20,"03:00-03:59","Sunday",3
"15053",2020-09-20,"04:00-04:59","Sunday",5
"15054",2020-09-20,"05:00-05:59","Sunday",4
"15055",2020-09-20,"06:00-06:59","Sunday",3
"15056",2020-09-20,"07:00-07:59","Sunday",11
"15057",2020-09-20,"08:00-08:59","Sunday",17
"15058",2020-09-20,"09:00-09:59","Sunday",18
"15059",2020-09-20,"10:00-10:59","Sunday",21
"15060",2020-09-20,"11:00-11:59","Sunday",24
"15061",2020-09-20,"12:00-12:59","Sunday",25
"15062",2020-09-20,"13:00-13:59","Sunday",19
"15063",2020-09-20,"14:00-14:59","Sunday",22
"15064",2020-09-20,"15:00-15:59","Sunday",29
"15065",2020-09-20,"16:00-16:59","Sunday",24
"15066",2020-09-20,"17:00-17:59","Sunday",26
"15067",2020-09-20,"18:00-18:59","Sunday",28
"15068",2020-09-20,"19:00-19:59","Sunday",33
"15069",2020-09-20,"20:00-20:59","Sunday",29
"15070",2020-09-20,"21:00-21:59","Sunday",29
"15071",2020-09-20,"22:00-22:59","Sunday",30
"15072",2020-09-20,"23:00-23:59","Sunday",13
"15073",2020-09-21,"00:00-00:59","Monday",12
"15074",2020-09-21,"01:00-01:59","Monday",13
"15075",2020-09-21,"02:00-02:59","Monday",5
"15076",2020-09-21,"03:00-03:59","Monday",4
"15077",2020-09-21,"04:00-04:59","Monday",8
"15078",2020-09-21,"05:00-05:59","Monday",2
"15079",2020-09-21,"06:00-06:59","Monday",3
"15080",2020-09-21,"07:00-07:59","Monday",9
"15081",2020-09-21,"08:00-08:59","Monday",2
"15082",2020-09-21,"09:00-09:59","Monday",9
"15083",2020-09-21,"10:00-10:59","Monday",9
"15084",2020-09-21,"11:00-11:59","Monday",25
"15085",2020-09-21,"12:00-12:59","Monday",18
"15086",2020-09-21,"13:00-13:59","Monday",18
"15087",2020-09-21,"14:00-14:59","Monday",13
"15088",2020-09-21,"15:00-15:59","Monday",30
"15089",2020-09-21,"16:00-16:59","Monday",17
"15090",2020-09-21,"17:00-17:59","Monday",30
"15091",2020-09-21,"18:00-18:59","Monday",48
"15092",2020-09-21,"19:00-19:59","Monday",43
"15093",2020-09-21,"20:00-20:59","Monday",46
"15094",2020-09-21,"21:00-21:59","Monday",23
"15095",2020-09-21,"22:00-22:59","Monday",27
"15096",2020-09-21,"23:00-23:59","Monday",18
"15097",2020-09-22,"00:00-00:59","Tuesday",17
"15098",2020-09-22,"01:00-01:59","Tuesday",10
"15099",2020-09-22,"02:00-02:59","Tuesday",7
"15100",2020-09-22,"03:00-03:59","Tuesday",8
"15101",2020-09-22,"04:00-04:59","Tuesday",4
"15102",2020-09-22,"05:00-05:59","Tuesday",7
"15103",2020-09-22,"06:00-06:59","Tuesday",5
"15104",2020-09-22,"07:00-07:59","Tuesday",5
"15105",2020-09-22,"08:00-08:59","Tuesday",17
"15106",2020-09-22,"09:00-09:59","Tuesday",34
"15107",2020-09-22,"10:00-10:59","Tuesday",46
"15108",2020-09-22,"11:00-11:59","Tuesday",65
"15109",2020-09-22,"12:00-12:59","Tuesday",49
"15110",2020-09-22,"13:00-13:59","Tuesday",72
"15111",2020-09-22,"14:00-14:59","Tuesday",51
"15112",2020-09-22,"15:00-15:59","Tuesday",43
"15113",2020-09-22,"16:00-16:59","Tuesday",68
"15114",2020-09-22,"17:00-17:59","Tuesday",71
"15115",2020-09-22,"18:00-18:59","Tuesday",61
"15116",2020-09-22,"19:00-19:59","Tuesday",62
"15117",2020-09-22,"20:00-20:59","Tuesday",28
"15118",2020-09-22,"21:00-21:59","Tuesday",32
"15119",2020-09-22,"22:00-22:59","Tuesday",26
"15120",2020-09-22,"23:00-23:59","Tuesday",12
"15121",2020-09-23,"00:00-00:59","Wednesday",7
"15122",2020-09-23,"01:00-01:59","Wednesday",11
"15123",2020-09-23,"02:00-02:59","Wednesday",4
"15124",2020-09-23,"03:00-03:59","Wednesday",4
"15125",2020-09-23,"04:00-04:59","Wednesday",3
"15126",2020-09-23,"05:00-05:59","Wednesday",3
"15127",2020-09-23,"06:00-06:59","Wednesday",8
"15128",2020-09-23,"07:00-07:59","Wednesday",9
"15129",2020-09-23,"08:00-08:59","Wednesday",7
"15130",2020-09-23,"09:00-09:59","Wednesday",20
"15131",2020-09-23,"10:00-10:59","Wednesday",27
"15132",2020-09-23,"11:00-11:59","Wednesday",34
"15133",2020-09-23,"12:00-12:59","Wednesday",27
"15134",2020-09-23,"13:00-13:59","Wednesday",14
"15135",2020-09-23,"14:00-14:59","Wednesday",18
"15136",2020-09-23,"15:00-15:59","Wednesday",33
"15137",2020-09-23,"16:00-16:59","Wednesday",32
"15138",2020-09-23,"17:00-17:59","Wednesday",33
"15139",2020-09-23,"18:00-18:59","Wednesday",28
"15140",2020-09-23,"19:00-19:59","Wednesday",50
"15141",2020-09-23,"20:00-20:59","Wednesday",36
"15142",2020-09-23,"21:00-21:59","Wednesday",33
"15143",2020-09-23,"22:00-22:59","Wednesday",20
"15144",2020-09-23,"23:00-23:59","Wednesday",18
"15145",2020-09-24,"00:00-00:59","Thursday",10
"15146",2020-09-24,"01:00-01:59","Thursday",4
"15147",2020-09-24,"02:00-02:59","Thursday",4
"15148",2020-09-24,"03:00-03:59","Thursday",4
"15149",2020-09-24,"04:00-04:59","Thursday",8
"15150",2020-09-24,"05:00-05:59","Thursday",2
"15151",2020-09-24,"06:00-06:59","Thursday",6
"15152",2020-09-24,"07:00-07:59","Thursday",9
"15153",2020-09-24,"08:00-08:59","Thursday",11
"15154",2020-09-24,"09:00-09:59","Thursday",21
"15155",2020-09-24,"10:00-10:59","Thursday",24
"15156",2020-09-24,"11:00-11:59","Thursday",35
"15157",2020-09-24,"12:00-12:59","Thursday",30
"15158",2020-09-24,"13:00-13:59","Thursday",17
"15159",2020-09-24,"14:00-14:59","Thursday",23
"15160",2020-09-24,"15:00-15:59","Thursday",26
"15161",2020-09-24,"16:00-16:59","Thursday",34
"15162",2020-09-24,"17:00-17:59","Thursday",29
"15163",2020-09-24,"18:00-18:59","Thursday",28
"15164",2020-09-24,"19:00-19:59","Thursday",41
"15165",2020-09-24,"20:00-20:59","Thursday",26
"15166",2020-09-24,"21:00-21:59","Thursday",36
"15167",2020-09-24,"22:00-22:59","Thursday",22
"15168",2020-09-24,"23:00-23:59","Thursday",7
"15169",2020-09-25,"00:00-00:59","Friday",10
"15170",2020-09-25,"01:00-01:59","Friday",6
"15171",2020-09-25,"02:00-02:59","Friday",6
"15172",2020-09-25,"03:00-03:59","Friday",5
"15173",2020-09-25,"04:00-04:59","Friday",2
"15174",2020-09-25,"05:00-05:59","Friday",2
"15175",2020-09-25,"06:00-06:59","Friday",NA
"15176",2020-09-25,"07:00-07:59","Friday",8
"15177",2020-09-25,"08:00-08:59","Friday",15
"15178",2020-09-25,"09:00-09:59","Friday",10
"15179",2020-09-25,"10:00-10:59","Friday",28
"15180",2020-09-25,"11:00-11:59","Friday",22
"15181",2020-09-25,"12:00-12:59","Friday",26
"15182",2020-09-25,"13:00-13:59","Friday",20
"15183",2020-09-25,"14:00-14:59","Friday",18
"15184",2020-09-25,"15:00-15:59","Friday",27
"15185",2020-09-25,"16:00-16:59","Friday",29
"15186",2020-09-25,"17:00-17:59","Friday",28
"15187",2020-09-25,"18:00-18:59","Friday",36
"15188",2020-09-25,"19:00-19:59","Friday",36
"15189",2020-09-25,"20:00-20:59","Friday",31
"15190",2020-09-25,"21:00-21:59","Friday",38
"15191",2020-09-25,"22:00-22:59","Friday",30
"15192",2020-09-25,"23:00-23:59","Friday",12
"15193",2020-09-26,"00:00-00:59","Saturday",7
"15194",2020-09-26,"01:00-01:59","Saturday",NA
"15195",2020-09-26,"02:00-02:59","Saturday",1
"15196",2020-09-26,"03:00-03:59","Saturday",2
"15197",2020-09-26,"04:00-04:59","Saturday",4
"15198",2020-09-26,"05:00-05:59","Saturday",7
"15199",2020-09-26,"06:00-06:59","Saturday",2
"15200",2020-09-26,"07:00-07:59","Saturday",8
"15201",2020-09-26,"08:00-08:59","Saturday",15
"15202",2020-09-26,"09:00-09:59","Saturday",20
"15203",2020-09-26,"10:00-10:59","Saturday",24
"15204",2020-09-26,"11:00-11:59","Saturday",21
"15205",2020-09-26,"12:00-12:59","Saturday",32
"15206",2020-09-26,"13:00-13:59","Saturday",15
"15207",2020-09-26,"14:00-14:59","Saturday",28
"15208",2020-09-26,"15:00-15:59","Saturday",26
"15209",2020-09-26,"16:00-16:59","Saturday",25
"15210",2020-09-26,"17:00-17:59","Saturday",45
"15211",2020-09-26,"18:00-18:59","Saturday",34
"15212",2020-09-26,"19:00-19:59","Saturday",27
"15213",2020-09-26,"20:00-20:59","Saturday",24
"15214",2020-09-26,"21:00-21:59","Saturday",33
"15215",2020-09-26,"22:00-22:59","Saturday",22
"15216",2020-09-26,"23:00-23:59","Saturday",16
"15217",2020-09-27,"00:00-00:59","Sunday",11
"15218",2020-09-27,"01:00-01:59","Sunday",7
"15219",2020-09-27,"02:00-02:59","Sunday",9
"15220",2020-09-27,"03:00-03:59","Sunday",2
"15221",2020-09-27,"04:00-04:59","Sunday",6
"15222",2020-09-27,"05:00-05:59","Sunday",NA
"15223",2020-09-27,"06:00-06:59","Sunday",5
"15224",2020-09-27,"07:00-07:59","Sunday",13
"15225",2020-09-27,"08:00-08:59","Sunday",13
"15226",2020-09-27,"09:00-09:59","Sunday",19
"15227",2020-09-27,"10:00-10:59","Sunday",21
"15228",2020-09-27,"11:00-11:59","Sunday",23
"15229",2020-09-27,"12:00-12:59","Sunday",21
"15230",2020-09-27,"13:00-13:59","Sunday",26
"15231",2020-09-27,"14:00-14:59","Sunday",19
"15232",2020-09-27,"15:00-15:59","Sunday",26
"15233",2020-09-27,"16:00-16:59","Sunday",26
"15234",2020-09-27,"17:00-17:59","Sunday",30
"15235",2020-09-27,"18:00-18:59","Sunday",24
"15236",2020-09-27,"19:00-19:59","Sunday",37
"15237",2020-09-27,"20:00-20:59","Sunday",26
"15238",2020-09-27,"21:00-21:59","Sunday",38
"15239",2020-09-27,"22:00-22:59","Sunday",33
"15240",2020-09-27,"23:00-23:59","Sunday",21
"15241",2020-09-28,"00:00-00:59","Monday",14
"15242",2020-09-28,"01:00-01:59","Monday",8
"15243",2020-09-28,"02:00-02:59","Monday",5
"15244",2020-09-28,"03:00-03:59","Monday",3
"15245",2020-09-28,"04:00-04:59","Monday",8
"15246",2020-09-28,"05:00-05:59","Monday",2
"15247",2020-09-28,"06:00-06:59","Monday",5
"15248",2020-09-28,"07:00-07:59","Monday",4
"15249",2020-09-28,"08:00-08:59","Monday",6
"15250",2020-09-28,"09:00-09:59","Monday",NA
"15251",2020-09-28,"10:00-10:59","Monday",20
"15252",2020-09-28,"11:00-11:59","Monday",17
"15253",2020-09-28,"12:00-12:59","Monday",17
"15254",2020-09-28,"13:00-13:59","Monday",21
"15255",2020-09-28,"14:00-14:59","Monday",17
"15256",2020-09-28,"15:00-15:59","Monday",26
"15257",2020-09-28,"16:00-16:59","Monday",30
"15258",2020-09-28,"17:00-17:59","Monday",22
"15259",2020-09-28,"18:00-18:59","Monday",36
"15260",2020-09-28,"19:00-19:59","Monday",33
"15261",2020-09-28,"20:00-20:59","Monday",43
"15262",2020-09-28,"21:00-21:59","Monday",17
"15263",2020-09-28,"22:00-22:59","Monday",29
"15264",2020-09-28,"23:00-23:59","Monday",23
"15265",2020-09-29,"00:00-00:59","Tuesday",14
"15266",2020-09-29,"01:00-01:59","Tuesday",8
"15267",2020-09-29,"02:00-02:59","Tuesday",3
"15268",2020-09-29,"03:00-03:59","Tuesday",6
"15269",2020-09-29,"04:00-04:59","Tuesday",4
"15270",2020-09-29,"05:00-05:59","Tuesday",7
"15271",2020-09-29,"06:00-06:59","Tuesday",5
"15272",2020-09-29,"07:00-07:59","Tuesday",9
"15273",2020-09-29,"08:00-08:59","Tuesday",11
"15274",2020-09-29,"09:00-09:59","Tuesday",22
"15275",2020-09-29,"10:00-10:59","Tuesday",63
